AA11,AA12,a,b,bn,bs,city,commid,cp,e,el,es,f,fi,g,id,j,k,l,lat,lon,m,mark,msg,note,p,parkmain,pimg,pu,punit,r,reid,s,sq,t,town,tp,tunit,type,unit,v
住,,汐止區忠孝東路０４１９號十一樓之１#汐止區忠孝東路４１９號十一樓之１,住宅大樓(11層含以上有電梯),忠孝大院,59.19%,F,QyQEbNkNXRSenQpRzfLMpxvQss5zmvokDklTVTp7Ke8=,,113/05/18,有,,十一層/二十二層,,5,1620,1,1,0,25.07148850812507,121.66544429057015,有,,總價/總面積,,"651,114",N,bt_05.png,住家用,1,68,,24.50,QyQEbNkNXRSenQpRzfLMpxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,950,000",1,Biz,2,2房2廳1衛
,乙種建築用地,汐止區伯爵街０１４巷００２弄０００８號#汐止區伯爵街１４巷２弄８號,住宅大樓(11層含以上有電梯),仁愛特區,72.64%,F,mlxuI4Rg4vxc6BaM3TTpRRvQss5zmvokDklTVTp7Ke8=,80,113/05/25,有,77.74%,"一層,二層/十二層",,32,1621,2,1,1,25.079147738960113,121.64417312939965,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;,"168,463",N,bt_05.png,住家用,1,95,,76.24,mlxuI4Rg4vxc6BaM3TTpRRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,800,000",1,Biz,2,4房2廳3衛
住,,汐止區大同路三段０６１５號１２樓之４#汐止區大同路三段６１５號１２樓之４,住宅大樓(11層含以上有電梯),摩天鎮,68.35%,F,FRMZ5bRljx8N/rArbjKMWxvQss5zmvokDklTVTp7Ke8=,,113/05/28,有,,十二層/三十二層,,25,1622,1,1,0,25.075148285704238,121.68257299434447,有,,總價/總面積,,"266,939",N,bt_05.png,住家用,1,115,,28.10,FRMZ5bRljx8N/rArbjKMWxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"7,500,000",1,Biz,2,2房2廳2衛
住,,汐止區青山路０１９巷０００６號３樓#汐止區青山路１９巷６號３樓,華廈(10層含以下有電梯),台北一六八,55.66%,F,UqBX/Gmv0OS66+UB9T2g/xvQss5zmvokDklTVTp7Ke8=,,113/05/12,有,76.23%,三層/七層,,26,1623,1,1,1,25.062030291799463,121.65665131006239,有,,總價/總面積,陽台外推;,"334,109",N,bt_06.png,住家用,1,45,,47.89,UqBX/Gmv0OS66+UB9T2g/xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"16,000,000",1,Biz,2,3房2廳2衛
其他,,汐止區民族五街０００８號１４樓之５#汐止區民族五街８號１４樓之５,住宅大樓(11層含以上有電梯),麗湖山莊,65.77%,F,R5CC0EpTpgUUkrFMDTSPxhvQss5zmvokDklTVTp7Ke8=,,113/05/16,有,,十四層/十七層,,25,1624,2,1,0,25.07167210058506,121.62956302723755,有,,總價/總面積,其他增建;,"400,608",N,bt_05.png,住家用,1,87,,32.70,R5CC0EpTpgUUkrFMDTSPxhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"13,100,000",1,Biz,2,2房2廳2衛
,乙種建築用地,汐止區宜興街００９巷００１３號５樓#汐止區宜興街９巷１３號５樓,華廈(10層含以下有電梯),君士坦丁,52.71%,F,0sCCImJAk5cIpkS6sv65bxvQss5zmvokDklTVTp7Ke8=,150,113/05/20,有,,五層/六層,,32,1625,1,1,1,25.041871935652804,121.62070994366437,有,,總價/總面積,陽台外推;,"389,107",N,bt_06.png,住家用,1,32,,30.84,0sCCImJAk5cIpkS6sv65bxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,000,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００６之６號２０樓#汐止區湖前街１１０巷９７弄６之６號２０樓,住宅大樓(11層含以上有電梯),水蓮山莊,59.71%,F,F0BaJQ4ZQ+ey0z1x2LDxKRvQss5zmvokDklTVTp7Ke8=,,113/05/09,有,75.33%,二十層/二十五層,,24,1626,8,1,1,25.076869558224182,121.63230567274802,有,,總價/總面積,,"312,995",N,bt_05.png,住家用,1,295,,35.94,F0BaJQ4ZQ+ey0z1x2LDxKRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,250,000",1,Biz,2,2房2廳1衛
,丙種建築用地,汐止區東勢街０７６巷００８７號７樓#汐止區東勢街７６巷８７號７樓,華廈(10層含以下有電梯),中研山莊第二期,50.59%,F,HVsfhdZR/vKh8ABePFISixvQss5zmvokDklTVTp7Ke8=,,113/05/20,有,,七層/七層,,26,1627,1,1,0,25.039018791854534,121.63572848069585,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"338,790",N,bt_06.png,住家用,1,45,,25.09,HVsfhdZR/vKh8ABePFISixvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,500,000",1,Biz,2,3房1廳2衛
其他,,汐止區湖東街００１６號#汐止區湖東街１６號,透天厝,,,F,,,113/05/06,無,,全/三層,,42,1628,2,1,0,25.072058984326656,121.63411473988144,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,,N,bt_02.png,住家用,1,18,,24.08,vBQ8ihPrTp5M2IHJnq/pyRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,000,000",1,Biz,2,4房2廳3衛
,丙種建築用地,汐止區伯爵街０９７巷００３３號１０樓#汐止區伯爵街９７巷３３號１０樓,住宅大樓(11層含以上有電梯),青春嶺,50.63%,F,kNlyVa+iwMs2ZORg+6stJRvQss5zmvokDklTVTp7Ke8=,,113/05/09,有,,十層/十二層,,24,1629,1,1,1,25.084077682574012,121.63563389650939,有,,總價/總面積,陽台外推;,"300,370",N,bt_05.png,住家用,1,112,,40.62,kNlyVa+iwMs2ZORg+6stJRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"12,200,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區汐萬路二段２２８巷０１８弄００３６號６樓#汐止區汐萬路二段２２８巷１８弄３６號６樓,華廈(10層含以下有電梯),青山綠築,69.78%,F,5ieJz1bfZr8rM3mwR1F1HxvQss5zmvokDklTVTp7Ke8=,,113/05/01,有,,六層/七層,,28,1630,1,1,0,25.08931828632917,121.64921293000224,有,,總價/總面積,,"189,818",N,bt_06.png,住家用,1,97,,30.56,5ieJz1bfZr8rM3mwR1F1HxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"5,800,000",1,Biz,2,2房2廳2衛
住,,汐止區仁愛路１５２巷００６７號二十樓#汐止區仁愛路１５２巷６７號二十樓,住宅大樓(11層含以上有電梯),敦美苑,47.44%,F,h558/1TJ3w29tYqlSHiF4hvQss5zmvokDklTVTp7Ke8=,,113/05/20,有,59.24%,二十層/二十一層,,5,1631,2,1,1,25.063264461676958,121.66536021310705,有,,總價/總面積,,"549,630",N,bt_05.png,住家用,1,78,,28.75,h558/1TJ3w29tYqlSHiF4hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"15,800,000",1,Biz,2,2房2廳1衛
住,,汐止區福德三路０００８號三樓#汐止區福德三路８號三樓,住宅大樓(11層含以上有電梯),晶采安家,61.31%,F,+5NuVTQ+3LN2yZBbVLNL2BvQss5zmvokDklTVTp7Ke8=,,113/05/21,有,,三層/十三層,,13,1632,1,1,0,25.069841871374216,121.63745361085284,有,,總價/總面積,夾層;其他增建;,"510,013",N,bt_05.png,住家用,1,28,,29.02,+5NuVTQ+3LN2yZBbVLNL2BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"14,800,000",1,Biz,2,4房2廳1衛
,丙種建築用地,汐止區東勢街２１６巷０２４弄０００１號２樓#汐止區東勢街２１６巷２４弄１號２樓,住宅大樓(11層含以上有電梯),綠野山坡,56.09%,F,MVYs+DxuYn7adeKvukD8khvQss5zmvokDklTVTp7Ke8=,120,113/05/23,有,70.55%,二層/十二層,,27,1633,1,1,1,25.03916454526933,121.63542203364477,有,,(總價-車位總價)/(總面積-車位總面積),陽台外推;夾層;其他增建;,"502,932",N,bt_05.png,住家用,1,71,,42.47,MVYs+DxuYn7adeKvukD8khvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,180,000",1,Biz,2,3房2廳2衛
住,,汐止區仁愛路１０６巷００２９號八樓#汐止區仁愛路１０６巷２９號八樓,住宅大樓(11層含以上有電梯),,46.15%,F,,,113/05/06,有,59.23%,八層/二十層,,7,1634,1,1,1,25.062940669397552,121.66306890750546,有,,總價/總面積,,"550,489",N,bt_05.png,住家用,1,46,,49.05,IlWId0RQog8DcvS6lwlnFhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"27,000,000",1,Biz,2,3房2廳2衛
住,,汐止區忠孝東路０５０８之１號三樓#汐止區忠孝東路５０８之１號三樓,住宅大樓(11層含以上有電梯),忠孝誠藝,50.55%,F,/sF9Meb0EccjDQ17SfnLdRvQss5zmvokDklTVTp7Ke8=,200,113/05/27,有,61.28%,三層/二十三層,,3,1635,2,1,1,25.07504782137804,121.66694048476455,有,,(總價-車位總價)/(總面積-車位總面積),,"635,554",N,bt_05.png,住家用,1,54,,39.86,/sF9Meb0EccjDQ17SfnLdRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"22,900,000",1,Biz,2,2房2廳1衛
住,,汐止區福德一路１５９巷００３９號三樓#汐止區福德一路１５９巷３９號三樓,住宅大樓(11層含以上有電梯),百世可樂,54.73%,F,gAWvH8C5+EON0tZY8uS4GRvQss5zmvokDklTVTp7Ke8=,190,113/05/23,有,,三層/十二層,,29,1636,2,1,1,25.066287064758036,121.63693962233641,有,,總價/總面積,其他增建;,"418,354",N,bt_05.png,住家用,1,74,,47.76,gAWvH8C5+EON0tZY8uS4GRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"19,980,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區東勢街２０１巷０００６號三樓之１#汐止區東勢街２０１巷６號三樓之１,華廈(10層含以下有電梯),中研A+,40.82%,F,KfVBRGxRD6Ck32dEkz1QgxvQss5zmvokDklTVTp7Ke8=,,113/05/09,有,57.23%,三層/六層,,6,1637,1,1,1,25.042106536495716,121.63357413883956,有,,總價/總面積,,"335,547",N,bt_06.png,住家用,1,75,,41.66,KfVBRGxRD6Ck32dEkz1QgxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"13,980,000",1,Biz,2,2房1廳1衛
住,,汐止區樟樹二路０４１６號四樓#汐止區樟樹二路４１６號四樓,住宅大樓(11層含以上有電梯),半島花園BC棟,46.74%,F,9GfvRgbPUgiIpYmQeK5uPhvQss5zmvokDklTVTp7Ke8=,300,113/05/26,有,57.97%,四層/十五層,,6,1638,1,1,1,25.07342093493321,121.64280499618697,有,,(總價-車位總價)/(總面積-車位總面積),,"476,780",N,bt_05.png,住家用,1,61,,36.42,9GfvRgbPUgiIpYmQeK5uPhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,000,000",1,Biz,2,2房2廳1衛
住,,汐止區保長路００６２號二樓#汐止區保長路６２號二樓,住宅大樓(11層含以上有電梯),森泉灣,62.58%,F,CNOn22dynkNtB5sJXjBvKBvQss5zmvokDklTVTp7Ke8=,,113/05/14,有,,二層/十五層,,14,1639,2,1,0,25.078362631847334,121.67458133476275,有,,總價/總面積,,"477,246",N,bt_05.png,住家用,1,71,,20.32,CNOn22dynkNtB5sJXjBvKBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,700,000",1,Biz,2,2房2廳1衛
住,,汐止區大同路二段０２７５號２４樓#汐止區大同路二段２７５號２４樓,住宅大樓(11層含以上有電梯),宏國大鎮,79.12%,F,p4mk4AUvWh9RnCAf+MfXvRvQss5zmvokDklTVTp7Ke8=,,113/05/26,有,,二十四層/二十四層,,29,1640,1,1,0,25.066973979687194,121.65337702197942,有,,總價/總面積,,"484,526",N,bt_05.png,住家用,1,93,,31.43,p4mk4AUvWh9RnCAf+MfXvRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"15,230,000",1,Biz,2,2房1廳1衛
住,,汐止區新台五路二段０１７０號２２樓#汐止區新台五路二段１７０號２２樓,住宅大樓(11層含以上有電梯),江山萬里,64.14%,F,ReONYukNMyue9gB6YVN1WhvQss5zmvokDklTVTp7Ke8=,,113/05/11,有,,二十二層/三十六層,,27,1641,2,1,0,25.06666423550566,121.6682034396046,有,,總價/總面積,陽台外推;,"326,952",N,bt_05.png,住家用,1,63,,35.02,ReONYukNMyue9gB6YVN1WhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,450,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區伯爵街０９４巷００２７號２樓#汐止區伯爵街９４巷２７號２樓,公寓(5樓含以下無電梯),,56.12%,F,,,113/05/26,無,,二層/四層,,28,1642,1,1,1,25.083779275892336,121.6378529152534,有,,總價/總面積,鐵鋁窗增建。陽台外推;其他增建;,"317,438",N,bt_01.png,住家用,1,88,,29.30,/Zy7yKec3oPN98tK7PkT+hvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"9,300,000",1,Biz,2,2房2廳1衛
住,,汐止區長興街二段００４巷００１９號#汐止區長興街二段４巷１９號,公寓(5樓含以下無電梯),,79.66%,F,,,113/05/31,無,,一層/五層,,30,1643,1,1,0,25.08054571995758,121.67295766868673,無,,總價/總面積,,"386,436",N,bt_01.png,住家用,1,35,,32.99,ze6up8UOFNzW+wptlIjF7BvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"12,750,000",1,Biz,2,3房2廳2衛
,乙種建築用地,汐止區林森街０７３巷００２３號１０樓#汐止區林森街７３巷２３號１０樓,住宅大樓(11層含以上有電梯),康詩丹郡,73.51%,F,ZskBNlY/2RrBfSTAbGiC5RvQss5zmvokDklTVTp7Ke8=,,113/05/30,有,,十層/二十層,,31,1644,3,1,1,25.04181513426261,121.62349432700938,有,,總價/總面積,,"329,736",N,bt_05.png,住家用,1,118,,65.20,ZskBNlY/2RrBfSTAbGiC5RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"21,500,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區伯爵街０５２巷０００９號１２樓#汐止區伯爵街５２巷９號１２樓,住宅大樓(11層含以上有電梯),牡丹,75.18%,F,2OFzJrKoX7y9wOwnE76/kBvQss5zmvokDklTVTp7Ke8=,,113/05/10,有,,十二層/十二層,,27,1645,1,1,0,25.080526309323382,121.63852996430106,有,,總價/總面積,,"332,909",N,bt_05.png,住家用,1,83,,10.72,2OFzJrKoX7y9wOwnE76/kBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"3,570,000",1,Biz,2,1房1衛
住,,汐止區工建路００８２號十樓之１#汐止區工建路８２號十樓之１,住宅大樓(11層含以上有電梯),映相巴黎,42.95%,F,6w3Mlxj0RHtWyLgjufmjUBvQss5zmvokDklTVTp7Ke8=,200,113/05/26,有,54.98%,十層/十四層,,15,1646,1,1,1,25.063592571313357,121.64000819324332,有,,(總價-車位總價)/(總面積-車位總面積),,"603,623",N,bt_05.png,住家用,1,84,,33.50,6w3Mlxj0RHtWyLgjufmjUBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"17,800,000",1,Biz,2,2房2廳1衛
,丙種建築用地,汐止區忠三街０１０巷００１３號#汐止區忠三街１０巷１３號,公寓(5樓含以下無電梯),瓏山林,90.46%,F,as5ILnM4OTaaOyI0kjSOLRvQss5zmvokDklTVTp7Ke8=,,113/05/02,無,,"一層,二層,地下一層/四層",,34,1647,1,1,2,25.076930596482775,121.62642777213941,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"56,823",N,bt_01.png,住家用,1,178,,87.99,as5ILnM4OTaaOyI0kjSOLRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"5,000,000",1,Biz,2,4房3廳3衛
,丙種建築用地,汐止區秀山路０９７巷００１４號３樓#汐止區秀山路９７巷１４號３樓,華廈(10層含以下有電梯),馥記山莊,63.47%,F,mqyAaKtbTVxGdJkKnbfi0xvQss5zmvokDklTVTp7Ke8=,,113/05/28,有,,"三層,四層/四層",,28,1648,2,1,1,25.058589288318135,121.66909128998614,有,,總價/總面積,陽台外推;其他增建;,"207,924",N,bt_06.png,住家用,1,52,,55.31,mqyAaKtbTVxGdJkKnbfi0xvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,500,000",1,Biz,2,3房2廳3衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００８號６樓#汐止區湖前街１１０巷９７弄８號６樓,住宅大樓(11層含以上有電梯),水蓮山莊,74.63%,F,kI/QiUIGilp3TVtWOQeOCxvQss5zmvokDklTVTp7Ke8=,110,113/05/22,有,97.81%,六層/十二層,,24,1649,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),含租約;,"355,055",N,bt_05.png,住家用,1,294,,47.17,kI/QiUIGilp3TVtWOQeOCxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"13,880,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００４號５樓#汐止區湖前街１１０巷９７弄４號５樓,住宅大樓(11層含以上有電梯),水蓮山莊,74.40%,F,ACc5/2eBBTFQc8oMkt1ODBvQss5zmvokDklTVTp7Ke8=,110,113/05/22,有,99.33%,五層/二十五層,,24,1650,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),含租約;,"360,251",N,bt_05.png,住家用,1,294,,44.54,ACc5/2eBBTFQc8oMkt1ODBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"13,120,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄０００９之３號２１樓#汐止區湖前街１１０巷９７弄９之３號２１樓,住宅大樓(11層含以上有電梯),水蓮山莊,74.36%,F,JTyngM8LWpXJCYgUpl2WDBvQss5zmvokDklTVTp7Ke8=,110,113/05/28,有,96.82%,二十一層/二十八層,,24,1651,4,1,1,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),含租約;,"358,932",N,bt_05.png,住家用,1,294,,48.18,JTyngM8LWpXJCYgUpl2WDBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"14,380,000",1,Biz,2,3房2廳2衛
住,,汐止區新台五路二段２３８巷００６３號七樓#汐止區新台五路二段２３８巷６３號七樓,住宅大樓(11層含以上有電梯),星野之森-D區,57.06%,F,qxPtRONr88ZFfHaX+LwORRvQss5zmvokDklTVTp7Ke8=,,113/05/28,有,,七層/十一層,,,1652,2,1,0,25.064360241124405,121.67262142966294,有,,總價/總面積,"E區(沐樂)公設價格(已包含在總價內)：55,481元
讓渡日/指定登記配偶日：無　讓渡價格：無 元
第一次測量後因面積修正而總價找補，金額：0元","385,583",N,bt_05.png,住家用,1,79,,22.99,qxPtRONr88ZFfHaX+LwORRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,863,376",1,Biz,2,1房1廳1衛
,丙種建築用地,汐止區湖前街１１０巷０９７弄００１６之３號３樓#汐止區湖前街１１０巷９７弄１６之３號３樓,住宅大樓(11層含以上有電梯),水蓮山莊,72.70%,F,S5Hp0zqRo3s0SXJVcKIYdxvQss5zmvokDklTVTp7Ke8=,220,113/05/16,有,95.90%,三層/十二層,,24,1653,4,1,2,25.076869558224182,121.63230567274802,有,,(總價-車位總價)/(總面積-車位總面積),含租約;,"305,015",N,bt_05.png,住家用,1,294,,92.42,S5Hp0zqRo3s0SXJVcKIYdxvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"23,570,000",1,Biz,2,4房2廳2衛
住,,汐止區福安街０３７巷０００９號#汐止區福安街３７巷９號,公寓(5樓含以下無電梯),,100.00%,F,,,113/05/13,無,,一層/三層,,50,1654,1,1,0,25.065206325604922,121.66315048475523,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;未登記建物;,"268,691",N,bt_01.png,住家用,1,11,,18.16,+ja+X1p65i8L1iAgLGQ4aRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"4,880,000",1,Biz,2,3房1廳1衛
,丙種建築用地,汐止區水源路二段２８３巷０００１之７號#汐止區水源路二段２８３巷１之７號,透天厝,逸林園,,F,YQ/BLBDU8b4dodS2q0SUXRvQss5zmvokDklTVTp7Ke8=,,113/05/19,無,,全/四層,,11,1655,1,1,1,25.05003672169897,121.65969929161892,有,,總價/總面積,,,N,bt_02.png,住家用,1,57,,65.67,YQ/BLBDU8b4dodS2q0SUXRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"30,500,000",1,Biz,2,4房2廳4衛
住,,汐止區００６６之２號２樓之１#汐止區大同路三段６６之２號２樓之１,住宅大樓(11層含以上有電梯),安敦凱旋,66.52%,F,Lrqkwf30fd/aEdfruKKq5RvQss5zmvokDklTVTp7Ke8=,,113/05/26,有,,二層/十四層,,30,1656,1,1,0,25.07711846886636,121.66822051943507,有,,總價/總面積,,"214,354",N,bt_05.png,住家用,1,44,,18.57,Lrqkwf30fd/aEdfruKKq5RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"3,980,000",1,Biz,2,2房1廳1衛
住,,汐止區福德一路００３１號七樓#汐止區福德一路３１號七樓,住宅大樓(11層含以上有電梯),生活大國,64.98%,F,5EKjNUWJ7lUBsDYSykQ2fhvQss5zmvokDklTVTp7Ke8=,,113/05/07,有,,七層/十六層,,27,1657,2,1,0,25.069023496218016,121.63881723425115,有,,總價/總面積,,"367,696",N,bt_05.png,住家用,1,96,,45.91,5EKjNUWJ7lUBsDYSykQ2fhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,880,000",1,Biz,2,4房2廳2衛
,丙種建築用地,汐止區忠三街００４７號３樓#汐止區忠三街４７號３樓,公寓(5樓含以下無電梯),瓏山林,80.68%,F,EWi+AvypBu1Q8J8xeNDBIBvQss5zmvokDklTVTp7Ke8=,,113/05/09,無,95.03%,"三層,四層,電梯樓梯間,夾層/四層",,33,1658,1,2,1,25.078454201073203,121.62693116473545,有,,總價/總面積,頂樓加蓋;,"220,982",N,bt_01.png,住家用,1,175,,91.64,EWi+AvypBu1Q8J8xeNDBIBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"20,250,000",1,Biz,2,5房3廳4衛
,丙種建築用地,汐止區汐萬路一段４１８巷００３８號４樓#汐止區汐萬路一段４１８巷３８號４樓,公寓(5樓含以下無電梯),花園城堡,62.59%,F,+/DsSdghWBUxQl9Cox01RRvQss5zmvokDklTVTp7Ke8=,,113/05/04,無,,四層/五層,,25,1659,1,1,1,25.078804524559906,121.65041639738179,無,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"182,410",N,bt_01.png,住家用,1,39,,17.87,+/DsSdghWBUxQl9Cox01RRvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"3,260,000",1,Biz,2,3房2廳2衛
住,,汐止區民族五街００５０號五樓#汐止區民族五街５０號五樓,住宅大樓(11層含以上有電梯),班芙戀人,60.83%,F,Jcd0g7xpyRrReFHXDMhLtBvQss5zmvokDklTVTp7Ke8=,,113/05/02,有,,五層/十二層,,18,1660,1,1,0,25.071494278297163,121.62891782293958,有,,總價/總面積,陽台外推;,"493,355",N,bt_05.png,住家用,1,70,,33.44,Jcd0g7xpyRrReFHXDMhLtBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"16,500,000",1,Biz,2,3房2廳2衛
其他,,汐止區康寧街７５１巷００２３號９樓之３#汐止區康寧街７５１巷２３號９樓之３,住宅大樓(11層含以上有電梯),日月光,85.22%,F,Kijv71QlVUkoW1IXxJ4ZsBvQss5zmvokDklTVTp7Ke8=,,113/05/17,有,,九層/二十四層,,28,1661,2,1,1,25.07490595890003,121.63758886411597,有,,總價/總面積,,"263,911",N,bt_05.png,住家用,1,161,,69.57,Kijv71QlVUkoW1IXxJ4ZsBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"18,360,000",1,Biz,2,4房2廳2衛
住,,汐止區汐碇路００３６號８樓#汐止區汐碇路３６號８樓,華廈(10層含以下有電梯),薄荷山莊,45.34%,F,5XW0ZEJBphPGs1KiR4cakBvQss5zmvokDklTVTp7Ke8=,,113/05/04,有,69.46%,"八層,夾層/九層",,27,1662,2,1,1,25.057200490599726,121.65252239464512,有,,總價/總面積,親友、員工、共有人或其他特殊關係間之交易;,"246,939",N,bt_06.png,住家用,1,67,,40.50,5XW0ZEJBphPGs1KiR4cakBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"10,000,000",1,Biz,2,3房2廳1衛
住,,汐止區鄉長路一段０５５巷０００８號五樓#汐止區鄉長路一段５５巷８號五樓,華廈(10層含以下有電梯),全民居易,63.21%,F,r0WTUMPLrufMdupGykAGJBvQss5zmvokDklTVTp7Ke8=,,113/05/28,有,,五層/九層,,18,1663,1,1,0,25.076263002924705,121.66572782119918,有,,總價/總面積,,"313,643",N,bt_06.png,住家用,1,38,,35.07,r0WTUMPLrufMdupGykAGJBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"11,000,000",1,Biz,2,3房2廳2衛
,丙種建築用地,汐止區東勢街２１６巷０２２弄０００６之２號１２樓#汐止區東勢街２１６巷２２弄６之２號１２樓,住宅大樓(11層含以上有電梯),白雲山莊,68.72%,F,XQ2M4Vhqw/sWcuJGvg83aBvQss5zmvokDklTVTp7Ke8=,,113/05/31,有,,十二層/二十六層,,25,1664,2,1,0,25.039745706011075,121.63463225422997,有,,總價/總面積,,"233,871",N,bt_05.png,住家用,1,99,,34.21,XQ2M4Vhqw/sWcuJGvg83aBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,000,000",1,Biz,2,2房1廳1衛
,丙種建築用地,汐止區東勢街２１６巷０２２弄０００６之１號１２樓#汐止區東勢街２１６巷２２弄６之１號１２樓,住宅大樓(11層含以上有電梯),白雲山莊,52.84%,F,ume9Fd6x3r1jShxT8XtcIBvQss5zmvokDklTVTp7Ke8=,,113/05/31,有,,十二層/二十六層,,25,1665,2,1,1,25.039745706011075,121.63463225422997,有,,總價/總面積,,"207,514",N,bt_05.png,住家用,1,99,,56.86,ume9Fd6x3r1jShxT8XtcIBvQss5zmvokDklTVTp7Ke8=,房地(土地+建物)+車位,F28,"11,800,000",1,Biz,2,2房2廳1衛
住,,汐止區福德一路０１０８號十二樓之３#汐止區福德一路１０８號十二樓之３,住宅大樓(11層含以上有電梯),捷運喜來登一期,57.16%,F,cQfC3ptvqwHdosBI01ZpOhvQss5zmvokDklTVTp7Ke8=,,113/05/19,有,,十二層/十二層,,17,1666,1,1,0,25.067865383179452,121.6373046138541,有,,總價/總面積,內梯增建陽台外推;夾層;其他增建;,"584,668",N,bt_05.png,住家用,1,44,,14.54,cQfC3ptvqwHdosBI01ZpOhvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"8,500,000",1,Biz,2,1房1廳1衛
住,,汐止區忠孝東路３８２巷００１弄０００９號五樓#汐止區忠孝東路３８２巷１弄９號五樓,公寓(5樓含以下無電梯),,92.23%,F,,,113/05/21,無,,五層/五層,,42,1667,4,1,0,25.070321585645992,121.66596332589033,無,,總價/總面積,陽台外推;頂樓加蓋;,"377,339",N,bt_01.png,住家用,1,18,,25.71,Ji6khI9FdR3FDQNXWSkP3RvQss5zmvokDklTVTp7Ke8=,房地(土地+建物),F28,"9,700,000",1,Biz,2,5房5衛
